timestamp,server_timestamp,x,y,pitch,yaw,confidence,source
90788.19999998808,1771050270844.1812,996.0,693.0,0.0991666666666667,0.01874999999999999,0.5,simple
90912.39999997616,1771050270967.5159,981.0,695.25,0.10062500000000002,0.010937499999999989,0.5,simple
91045.79999995232,1771050271100.7742,979.5,696.375,0.10135416666666665,0.010156249999999978,0.5,simple
91177.29999995232,1771050271232.7458,979.5,696.375,0.10135416666666665,0.010156249999999978,0.5,simple
91311.89999997616,1771050271367.81,982.5,700.875,0.10427083333333331,0.01171875,0.5,simple
91437.79999995232,1771050271493.366,976.5,698.625,0.10281249999999997,0.008593750000000011,0.5,simple
91560.69999998808,1771050271616.294,984.0,699.75,0.10354166666666668,0.012500000000000011,0.5,simple
91693.59999996424,1771050271749.125,984.0,697.5,0.10208333333333336,0.012500000000000011,0.5,simple
91829.5,1771050271885.457,996.0,697.5,0.10208333333333336,0.01874999999999999,0.5,simple
91951.29999995232,1771050272007.015,988.5,696.375,0.10135416666666665,0.014843749999999989,0.5,simple
92087.19999998808,1771050272143.3352,988.5,694.125,0.09989583333333332,0.014843749999999989,0.5,simple
92211.09999996424,1771050272266.5579,996.0,695.25,0.10062500000000002,0.01874999999999999,0.5,simple
92347,1771050272403.1301,999.0,690.75,0.09770833333333329,0.02031250000000001,0.5,simple
92469.39999997616,1771050272524.972,994.5,694.125,0.09989583333333332,0.017968749999999978,0.5,simple
92602.79999995232,1771050272658.955,996.0,695.25,0.10062500000000002,0.01874999999999999,0.5,simple
92735.89999997616,1771050272791.537,993.0,688.5,0.09624999999999996,0.017187500000000022,0.5,simple
92862.5,1771050272918.124,1002.0,686.25,0.09479166666666664,0.021874999999999978,0.5,simple
92996.09999996424,1771050273051.7148,999.0,686.25,0.09479166666666664,0.02031250000000001,0.5,simple
93120.59999996424,1771050273182.251,999.0,686.25,0.09479166666666664,0.02031250000000001,0.5,simple
93251.79999995232,1771050273307.005,996.0,686.25,0.09479166666666664,0.01874999999999999,0.5,simple
93378.09999996424,1771050273434.199,990.0,684.0,0.09333333333333331,0.015625,0.5,simple
93511.89999997616,1771050273567.8079,990.0,693.0,0.0991666666666667,0.015625,0.5,simple
93638.19999998808,1771050273695.4292,991.5,687.375,0.09552083333333333,0.01640625000000001,0.5,simple
93772.39999997616,1771050273828.242,991.5,687.375,0.09552083333333333,0.01640625000000001,0.5,simple
93904.59999996424,1771050273960.508,991.5,691.875,0.0984375,0.01640625000000001,0.5,simple
94036,1771050274091.612,988.5,685.125,0.09406250000000001,0.014843749999999989,0.5,simple
94162.09999996424,1771050274218.42,984.0,688.5,0.09624999999999996,0.012500000000000011,0.5,simple
94287.69999998808,1771050274342.9119,982.5,694.125,0.09989583333333332,0.01171875,0.5,simple
94420.59999996424,1771050274475.867,987.0,695.25,0.10062500000000002,0.014062499999999978,0.5,simple
94543.89999997616,1771050274599.3472,981.0,695.25,0.10062500000000002,0.010937499999999989,0.5,simple
94678.5,1771050274733.963,981.0,695.25,0.10062500000000002,0.010937499999999989,0.5,simple
94811.79999995232,1771050274867.98,978.0,693.0,0.0991666666666667,0.009375000000000022,0.5,simple
94937.5,1771050274993.477,976.5,687.375,0.09552083333333333,0.008593750000000011,0.5,simple
95069.59999996424,1771050275125.57,985.5,689.625,0.09697916666666667,0.013281250000000022,0.5,simple
95193,1771050275249.034,985.5,696.375,0.10135416666666665,0.013281250000000022,0.5,simple
95327.39999997616,1771050275382.951,987.0,688.5,0.09624999999999996,0.014062499999999978,0.5,simple
95453.5,1771050275508.967,987.0,693.0,0.0991666666666667,0.014062499999999978,0.5,simple
95585.5,1771050275640.761,987.0,695.25,0.10062500000000002,0.014062499999999978,0.5,simple
95720.69999998808,1771050275776.029,979.5,691.875,0.0984375,0.010156249999999978,0.5,simple
95844.79999995232,1771050275900.886,990.0,704.25,0.10645833333333334,0.015625,0.5,simple
95979.19999998808,1771050276035.039,981.0,702.0,0.10500000000000001,0.010937499999999989,0.5,simple
96102.19999998808,1771050276157.676,985.5,705.375,0.10718749999999996,0.013281250000000022,0.5,simple
